"Release_Date","Title","Popularity","Vote_Count","Vote_Average","Original_Language","Genre"
"2010-10-17","Harry Potter and the Deathly Hallows: Part 1",148.183,"15751","7.8","en","Adventure, Fantasy"
"2021-10-09","Injustice",148.17,"497","7.8","en","Animation, Science Fiction, Fantasy, Action"
"2021-10-27","Nobody Sleeps in the Woods Tonight 2",148.013,"148","4.0","pl","Horror, Thriller, Comedy"
"2021-03-06","American Badger",147.77,"26","5.9","en","Action"
"2021-03-08","Evangelion: 3.0+1.0 Thrice Upon a Time",147.761,"468","8.5","ja","Animation, Action, Science Fiction, Drama"
"2021-10-08","LOL Surprise: The Movie",147.703,"87","6.8","en","Animation, Family"
"2009-02-05","Coraline",146.97,"5590","7.8","en","Animation, Family, Fantasy"
"2020-11-19","How I Became a Superhero",146.613,"350","6.2","fr","Science Fiction, Adventure, Mystery, Action, Thriller, Fantasy, Comedy"
"2022-03-17","The Bad Guys",146.548,"0","0.0","en","Animation, Comedy, Action, Family, Crime"
"2018-09-28","Venom",145.852,"12992","6.9","en","Science Fiction, Action"
"2021-07-30","The Last Mercenary",145.719,"462","6.8","fr","Action, Comedy"
"2011-06-11","Cars 2",145.286,"6120","6.0","en","Animation, Family, Adventure, Comedy"
"2022-02-09","Downfall: The Case Against Boeing",144.833,"55","7.4","en","Documentary"
"2007-06-28","Ratatouille",144.804,"13683","7.8","en","Animation, Comedy, Family, Fantasy"
"2021-12-02","Mickey and Minnie Wish Upon a Christmas",144.605,"81","7.2","en","Animation"
"1993-03-06","Dragon Ball Z: Broly – The Legendary Super Saiyan",144.38,"638","7.2","ja","Animation, Science Fiction, Action"
"2022-05-04","Doctor Strange in the Multiverse of Madness",144.134,"0","0.0","en","Fantasy, Action, Adventure"
"2022-02-09","Death on the Nile",143.637,"551","6.7","en","Mystery, Crime, Drama, Thriller"
"2021-05-14","Army of the Dead",143.486,"2905","6.3","en","Action, Crime, Horror, Thriller"
"2021-11-12","Home Sweet Home Alone",143.382,"375","5.2","en","Family, Comedy"
"2009-09-04","Carriers",142.571,"1033","6.1","en","Action, Drama, Horror, Science Fiction, Thriller"
"2016-08-01","Boyka: Undisputed IV",142.376,"974","7.0","en","Action, Drama"
"2009-10-10","2012",141.749,"10288","5.8","en","Action, Adventure, Science Fiction"
"2021-07-06","Why Women Cheat",141.695,"3","3.3","en","Romance"
"2016-11-23","Sing",141.063,"6642","7.1","en","Animation, Comedy, Family, Music"
"2011-06-16","Green Lantern",140.802,"6080","5.2","en","Adventure, Action, Thriller, Science Fiction"
"2020-07-15","Peninsula",140.744,"1830","6.9","ko","Action, Horror, Thriller"
"2015-06-25","Ted 2",139.67,"6068","6.3","en","Comedy"
"1985-01-15","High School Teacher: Maturing",139.468,"7","5.9","ja","Drama"
"2017-05-30","Wonder Woman",139.314,"17438","7.3","en","Action, Adventure, Fantasy"
"2022-03-04","A Day to Die",139.22,"9","4.7","en","Action, Thriller, Crime"
"2021-03-12","Cosmic Sin",138.799,"420","4.2","en","Action, Adventure, Science Fiction"
"2007-05-19","Pirates of the Caribbean: At World's End",138.455,"11783","7.2","en","Adventure, Fantasy, Action"
"2010-01-21","Legion",138.379,"2031","5.8","en","Horror, Action, Fantasy"
"2019-06-15","Rascal Does Not Dream of a Dreaming Girl",138.231,"352","8.4","ja","Animation, Comedy, Romance, Drama, Fantasy"
"2021-03-25","Peter Rabbit 2: The Runaway",138.179,"517","7.3","en","Family, Comedy, Adventure, Animation, Fantasy"
"2013-03-30","Dragon Ball Z: Battle of Gods",138.024,"1193","6.8","ja","Animation, Action, Science Fiction"
"2021-09-23","My Little Pony: A New Generation",137.815,"190","8.1","en","Animation, Family, Fantasy, Comedy, Music, Adventure"
"2021-01-08","Redemption Day",137.585,"194","6.3","en","Action"
"2012-01-19","Journey 2: The Mysterious Island",137.215,"3447","6.1","en","Adventure, Action, Science Fiction"
"2010-11-22","Love & Other Drugs",136.846,"4120","7.0","en","Drama, Comedy, Romance"
"2022-01-21","The King's Daughter",136.819,"353","7.4","en","Fantasy, Drama, Romance, History"
"2018-05-10","Deadpool 2",136.303,"14395","7.5","en","Action, Comedy, Adventure"
"2017-04-12","The Fate of the Furious",136.14,"8785","6.9","en","Action, Crime, Thriller"
"2008-07-01","Hancock",135.893,"7944","6.3","en","Fantasy, Action"
"2014-11-19","The Hunger Games: Mockingjay - Part 1",135.46,"13384","6.8","en","Science Fiction, Adventure, Thriller"
"1994-03-12","Dragon Ball Z: Broly – Second Coming",135.183,"503","6.7","ja","Animation, Action, Science Fiction"
"2013-07-18","The Conjuring",134.742,"9169","7.5","en","Horror, Thriller"
"2021-06-04","Sweet & Sour",134.71,"82","7.9","ko","Comedy, Romance"
"2021-11-12","The Belly of the Sea",134.626,"2","4.0","es","Drama"
"2020-11-27","Grisaia: Phantom Trigger The Animation",134.436,"2","3.5","ja","Action, Animation"
"2016-11-16","Fantastic Beasts and Where to Find Them",133.611,"16206","7.3","en","Adventure, Fantasy"
"2013-06-20","World War Z",133.445,"12838","6.8","en","Action, Drama, Horror, Science Fiction, Thriller"
"2021-08-20","Barbie: Big City, Big Dreams",133.008,"107","7.3","en","Animation, Music, Family"
"2021-06-20","Teen Titans Go! See Space Jam",132.875,"167","6.9","en","Animation, Action, Adventure, Comedy, Family, Fantasy, Science Fiction"
"2021-07-15","Jolt",132.823,"879","6.7","en","Action, Comedy"
"2020-10-23","Once Upon a Snowman",132.549,"416","6.9","en","Animation, Family, Comedy, Fantasy"
"2021-10-08","Outlaws",131.359,"122","6.9","es","Crime"
"2021-08-30","Mortal Kombat Legends: Battle of the Realms",131.35,"233","8.0","en","Animation, Action, Fantasy"
"2021-06-11","Rogue Hostage",131.343,"118","6.2","en","Action, Thriller"
"2018-01-17","Fifty Shades Freed",131.193,"6769","6.7","en","Drama, Romance"
"2020-11-20","Jiu Jitsu",131.142,"469","5.0","en","Action, Science Fiction, Fantasy"
"2009-04-16","Crank: High Voltage",130.416,"2199","6.0","en","Action, Thriller, Crime"
"2001-12-18","The Lord of the Rings: The Fellowship of the Ring",129.852,"20602","8.4","en","Adventure, Fantasy, Action"
"1998-06-18","Mulan",129.338,"7900","7.9","en","Animation, Family, Adventure"
"2011-04-21","Thor",129.237,"17866","6.8","en","Adventure, Fantasy, Action"
"2008-05-12","Sex and the City",128.782,"1763","6.6","en","Comedy, Drama, Romance"
"2021-07-30","Masquerade",128.413,"56","6.4","en","Thriller"
"1989-11-17","The Little Mermaid",128.229,"6347","7.4","en","Animation, Family, Fantasy"
"2021-07-30","More the Merrier",128.13,"258","6.8","es","Comedy, Romance"
"2021-05-05","The Exorcism of Carmen Farias",127.856,"82","6.2","es","Horror"
"2016-07-20","Train to Busan",127.755,"5492","7.8","ko","Action, Horror, Thriller"
"2013-11-20","Frozen",127.513,"14043","7.3","en","Animation, Family, Adventure, Fantasy"
"2012-07-28","Naruto Shippuden the Movie: Road to Ninja",127.29,"654","7.6","ja","Animation, Fantasy, Action"
"2010-07-15","Inception",127.131,"31077","8.4","en","Action, Science Fiction, Adventure"
"2021-02-27","Girl in the Basement",127.07,"344","8.1","en","Crime, Thriller"
"2009-06-01","The Proposal",126.976,"5314","7.1","en","Comedy, Romance, Drama"
"2020-02-01","Goblin Slayer: Goblin's Crown",126.906,"159","7.6","ja","Animation, Adventure, Action, Fantasy"
"1950-02-22","Cinderella",126.858,"5560","7.0","en","Family, Fantasy, Animation, Romance"
"2021-10-21","El amarre",126.596,"65","7.0","es","Horror"
"2009-06-02","The Hangover",126.258,"14245","7.3","en","Comedy"
"2005-07-13","Charlie and the Chocolate Factory",125.496,"12320","7.0","en","Adventure, Comedy, Family, Fantasy"
"2018-06-06","Jurassic World: Fallen Kingdom",125.44,"9639","6.6","en","Action, Adventure, Science Fiction"
"2017-02-08","John Wick: Chapter 2",125.06,"9982","7.3","en","Thriller, Action, Crime"
"2021-12-17","Mamá o papá",124.712,"100","7.5","es","Comedy, Family"
"2019-06-19","Toy Story 4",124.411,"7817","7.6","en","Family, Adventure, Animation, Comedy, Fantasy, Drama"
"2008-11-20","Twilight",124.224,"11347","6.3","en","Fantasy, Drama, Romance"
"2014-12-13","Kingsman: The Secret Service",124.136,"14125","7.6","en","Crime, Comedy, Action, Adventure"
"2021-11-24","The Unforgivable",123.798,"1185","7.6","en","Drama, Crime"
"2013-07-11","Pacific Rim",123.369,"10377","6.8","en","Action, Science Fiction, Adventure"
"2020-09-10","PAW Patrol: Jet To The Rescue",123.359,"131","7.0","en","Family, Animation"
"1997-11-18","Titanic",123.007,"20674","7.9","en","Drama, Romance"
"2012-11-26","The Hobbit: An Unexpected Journey",122.885,"15731","7.3","en","Adventure, Fantasy, Action"
"2016-06-08","The Conjuring 2",122.749,"6649","7.3","en","Horror, Thriller"
"2022-01-05","Four to Dinner",122.573,"167","6.2","it","Comedy, Romance"
"2016-10-19","Jack Reacher: Never Go Back",122.302,"3914","5.9","en","Action, Thriller"
"2022-06-08","Jurassic World Dominion",122.236,"0","0.0","en","Adventure, Action, Science Fiction, Thriller"
"2021-10-27","Bordertown: The Mural Murders",122.037,"44","6.9","fi","Crime"
"2021-06-03","The Misfits",121.906,"223","5.5","en","Action, Thriller"
"2021-06-09","Awake",121.733,"796","6.0","en","Drama, Science Fiction, Thriller"
"2021-11-19","Dhamaka",121.718,"52","7.2","hi","Thriller, Drama, Crime"
"1999-10-15","Fight Club",121.653,"23620","8.4","en","Drama"
"2019-07-12","The Lion King",121.53,"8292","7.1","en","Adventure, Family, Animation"
"2021-09-01","Malignant",121.064,"1324","7.0","en","Thriller, Horror, Mystery"
"2010-06-10","The Karate Kid",120.968,"4848","6.5","en","Action, Adventure, Drama, Family"
"2022-03-30","Morbius",120.912,"0","0.0","en","Action, Science Fiction, Fantasy"
"2022-02-09","¡Qué Despadre!",120.694,"2","4.0","es","Comedy, Family, Romance"
"2021-01-26","Wrong Turn",120.352,"687","6.0","en","Horror, Thriller"
"2023-06-23","The Flash",119.846,"0","0.0","en","Action, Adventure, Science Fiction, Fantasy, Drama"
"2018-02-13","Black Panther",119.657,"18737","7.4","en","Action, Adventure, Science Fiction"
"2016-09-17","A Silent Voice: The Movie",119.623,"2828","8.4","ja","Animation, Drama"
"2003-05-30","Finding Nemo",119.616,"16104","7.8","en","Animation, Family"
"2014-12-16","Taken 3",119.377,"4792","6.2","en","Thriller, Action"
"2003-12-01","The Lord of the Rings: The Return of the King",118.609,"19183","8.5","en","Adventure, Fantasy, Action"
"2003-05-21","The Texas Chainsaw Massacre",118.578,"2019","6.2","en","Horror"
"2021-07-30","Vivo",118.092,"496","7.6","en","Animation, Family, Comedy"
"2020-10-13","Batman: Death in the Family",118.044,"312","7.2","en","Animation, Action"
"2019-06-19","Weathering with You",117.822,"1374","8.1","ja","Animation, Drama, Fantasy, Romance"
"2004-10-27","The Incredibles",117.476,"14931","7.7","en","Action, Adventure, Animation, Family"
"2021-03-04","Coming 2 America",117.429,"1738","6.6","en","Comedy"
"2021-09-15","Spoiled Brats",117.336,"252","6.3","fr","Comedy"
"2008-04-30","Iron Man",117.145,"22335","7.6","en","Action, Science Fiction, Adventure"
"2021-08-16","Plan A",117.01,"38","6.1","en","Thriller"
"2021-07-01","Escape Room: Tournament of Champions",116.753,"1029","6.8","en","Horror, Thriller, Mystery"
"1997-06-20","Batman & Robin",116.71,"4044","4.3","en","Science Fiction, Action, Fantasy"
"2012-06-20","Abraham Lincoln: Vampire Hunter",116.62,"2728","5.7","en","Action, Fantasy, Horror"
"2015-06-06","Jurassic World",116.392,"17741","6.7","en","Action, Adventure, Science Fiction, Thriller"
"2017-03-28","After Porn Ends 2",116.262,"192","5.5","en","Documentary"
"2021-04-23","Rurouni Kenshin: The Final",116.225,"297","7.9","ja","Action, Adventure, Drama"
"2011-07-30","Naruto Shippuden the Movie: Blood Prison",115.71,"345","7.2","ja","Thriller, Animation, Action, Comedy, Horror, Mystery"
"2021-07-30","The Trip",115.371,"284","6.7","no","Action, Comedy, Thriller, Horror"
"2010-06-24","Grown Ups",114.995,"4837","6.3","en","Comedy"
"1994-07-09","Dragon Ball Z: Bio-Broly",114.952,"396","5.8","ja","Animation, Action, Science Fiction"
"2017-05-23","Pirates of the Caribbean: Dead Men Tell No Tales",114.947,"9959","6.6","en","Adventure, Action, Fantasy"
"2009-06-26","Ice Age: Dawn of the Dinosaurs",114.81,"6793","6.7","en","Animation, Comedy, Family, Adventure"
"2021-02-25","The Penitent Thief",114.262,"5","4.2","en","Drama"
"2020-12-25","Pokémon the Movie: Secrets of the Jungle",114.219,"81","7.3","ja","Animation, Adventure"
"2002-06-14","Scooby-Doo",113.873,"3484","6.0","en","Mystery, Adventure, Comedy"
"2010-11-24","Tangled",113.831,"9239","7.6","en","Animation, Family"
"2013-04-18","Iron Man 3",113.811,"19150","6.9","en","Action, Adventure, Science Fiction"
"2010-06-30","The Last Airbender",113.327,"3231","4.7","en","Action, Adventure, Fantasy"
"2021-09-10","Catch the Bullet",113.256,"80","5.8","en","Western, Action"
"2019-12-04","Jumanji: The Next Level",112.888,"6753","7.0","en","Adventure, Comedy, Fantasy"
"2017-02-08","Fifty Shades Darker",112.432,"6623","6.5","en","Drama, Romance"
"2021-08-20","The Loud House Movie",112.419,"109","7.8","en","Animation, Family, Comedy, Music, Fantasy"
"2020-07-06","The Secret to Be Told: Relationship With My Aunt",112.229,"3","7.3","ko","Drama, Romance"
"2021-10-05","This Is Not a Comedy",111.675,"52","6.1","es","Drama, Comedy"
"2021-06-28","Fear Street: 1994",111.633,"1429","6.8","en","Horror, Mystery"
"2017-11-15","Justice League",111.605,"11180","6.1","en","Action, Adventure, Fantasy, Science Fiction"
"2018-06-14","Incredibles 2",111.552,"10773","7.5","en","Action, Adventure, Animation, Family"
"2018-03-28","Ready Player One",111.442,"12634","7.6","en","Science Fiction, Adventure, Action"
"2022-04-07","Fantastic Beasts: The Secrets of Dumbledore",111.367,"0","0.0","en","Fantasy, Adventure"
"2021-12-09","Snoopy Presents: For Auld Lang Syne",111.03,"64","7.4","en","Animation, Family"
"2000-07-07","Scary Movie",111.026,"5378","6.3","en","Comedy"
"2021-09-29","No One Gets Out Alive",110.898,"327","6.0","en","Horror, Thriller, Mystery"
"2014-11-05","Interstellar",110.531,"27975","8.4","en","Adventure, Drama, Science Fiction"
"2017-02-08","The Lego Batman Movie",110.401,"4010","7.2","en","Animation, Family, Action, Comedy, Science Fiction, Fantasy"
"2019-05-03","Pokémon Detective Pikachu",110.214,"5476","7.0","en","Action, Adventure, Fantasy"
"2021-09-10","Kate",110.146,"969","6.7","en","Action"
"2005-12-07","The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",110.086,"8455","7.1","en","Adventure, Family, Fantasy"
"1998-07-28","The Parent Trap",109.749,"3211","7.1","en","Comedy, Family"
"1991-10-22","Beauty and the Beast",109.649,"8280","7.7","en","Romance, Family, Animation, Fantasy"
"2019-04-18","The Pilgrim's Progress",109.486,"66","7.9","en","Animation, Adventure"
"2013-10-30","Thor: The Dark World",109.344,"14571","6.6","en","Action, Adventure, Fantasy"
"1997-03-26","Dragon Ball GT: A Hero's Legacy",109.314,"229","6.7","ja","Animation, Family, Fantasy"
"2007-07-25","The Simpsons Movie",109.227,"6645","7.0","en","Animation, Comedy, Family"
"2019-05-15","John Wick: Chapter 3 - Parabellum",109.151,"7720","7.4","en","Action, Thriller, Crime"
"2017-02-28","Logan",109.111,"16559","7.8","en","Action, Drama, Science Fiction"
"2014-06-25","Transformers: Age of Extinction",109.01,"6593","5.9","en","Science Fiction, Action, Adventure"
"2015-06-09","Inside Out",108.817,"17586","7.9","en","Animation, Family, Adventure, Drama, Comedy"
"2020-01-15","Bad Boys for Life",108.687,"6892","7.2","en","Thriller, Action, Crime"
"2021-04-08","Voyagers",108.494,"465","6.2","en","Science Fiction, Thriller"
"2015-06-23","Terminator Genisys",108.488,"7089","5.9","en","Science Fiction, Action, Thriller, Adventure"
"2002-12-18","The Lord of the Rings: The Two Towers",108.474,"17817","8.4","en","Adventure, Fantasy, Action"
"2019-05-30","Parasite",108.442,"13240","8.5","ko","Comedy, Thriller, Drama"
"2021-09-22","The Many Saints of Newark",108.364,"340","6.7","en","Crime, Drama"
"2016-06-15","Central Intelligence",108.326,"4780","6.4","en","Action, Comedy, Mystery, Crime"
"2009-05-28","Up",108.18,"16894","7.9","en","Animation, Comedy, Family, Adventure"
"2009-10-15","Law Abiding Citizen",107.994,"3923","7.3","en","Drama, Crime, Thriller"
"2010-08-03","The Expendables",107.728,"6399","6.2","en","Thriller, Adventure, Action"
"2021-07-08","Fear Street: 1978",107.439,"1165","7.3","en","Horror, Mystery"
"2020-02-05","Birds of Prey (and the Fantabulous Emancipation of One Harley Quinn)",107.38,"8601","7.0","en","Action, Crime"
"2021-12-06","David and the Elves",107.306,"61","6.3","pl","Family, Fantasy, Comedy"
"2010-07-03","Predators",107.178,"3105","6.2","en","Science Fiction, Action, Thriller"
"2021-02-19","Body Brokers",106.645,"56","6.5","en","Thriller, Crime"
"2020-10-25","Skylines",106.539,"409","5.6","en","Science Fiction, Action"
"2022-03-03","Fresh",106.506,"86","7.0","en","Horror, Thriller"
"2016-06-24","Porn to Be Free",106.506,"67","5.5","it","Documentary"
"2020-08-31","Solitary",106.349,"68","5.7","en","Science Fiction"
"2021-05-12","Spiral: From the Book of Saw",106.335,"1148","6.2","en","Horror, Crime, Mystery"
"2017-09-20","Kingsman: The Golden Circle",106.088,"8450","7.0","en","Action, Adventure, Comedy, Crime, Thriller"
"2021-04-30","22 vs. Earth",105.63,"265","7.1","en","Family, Comedy, Fantasy, Animation"
"2015-04-01","Furious 7",105.485,"8973","7.3","en","Action, Thriller, Crime, Adventure"
"2017-04-19","Guardians of the Galaxy Vol. 2",105.418,"17970","7.6","en","Adventure, Action, Science Fiction"
"2010-06-16","Toy Story 3",105.376,"12273","7.8","en","Animation, Family, Comedy"
"2021-01-26","Caged",105.323,"49","6.2","en","Thriller, Horror"
"2020-09-03","Honest Thief",104.93,"1242","6.5","en","Thriller, Action, Crime, Drama"
"2011-03-08","Battle: Los Angeles",104.868,"2825","5.7","en","Science Fiction, Action"
"2008-07-19","Ponyo",104.501,"3129","7.7","ja","Animation, Fantasy, Family"
"2001-07-20","Spirited Away",104.215,"12531","8.5","ja","Animation, Family, Fantasy"
"2017-03-16","Beauty and the Beast",104.094,"13992","7.0","en","Family, Fantasy, Romance"
"2020-09-03","Night in Paradise",104.048,"165","7.0","ko","Crime, Drama, Thriller, Action"
"1991-07-20","Dragon Ball Z: Cooler's Revenge",103.923,"464","6.9","ja","Action, Animation, Science Fiction"
"2019-03-15","No Manches Frida 2",103.794,"672","8.1","es","Comedy"
"2021-02-03","Please Enlighten Me",103.591,"1","2.0","zh","Romance"
"1937-12-21","Snow White and the Seven Dwarfs",103.38,"6091","7.1","en","Fantasy, Animation, Family"
