"Release_Date","Title","Popularity","Vote_Count","Vote_Average","Original_Language","Genre"
"2017-09-29","The Ash Lad: In the Hall of the Mountain King",38.419,"218","6.6","no","Adventure, Fantasy"
"2010-04-30","A Nightmare on Elm Street",38.399,"2187","5.5","en","Horror, Mystery, Thriller"
"2017-05-19","Time Trap",38.39,"762","6.1","en","Science Fiction, Adventure"
"2016-10-05","The Girl on the Train",38.362,"4942","6.4","en","Crime, Drama, Mystery, Thriller"
"2018-10-25","Euphoria",38.357,"179","6.5","it","Drama"
"2021-10-06","Fever Dream",38.342,"83","6.0","es","Thriller, Drama, Mystery, Horror"
"1989-07-28","Friday the 13th Part VIII: Jason Takes Manhattan",38.328,"734","5.0","en","Horror, Thriller"
"2013-09-14","Love, Chunibyo & Other Delusions! Rikka Version",38.31,"59","7.0","ja","Comedy, Animation, Drama, Romance"
"2013-08-09","Planes",38.3,"1335","5.9","en","Animation, Family, Adventure, Comedy"
"2021-03-12","Yes Day",38.292,"798","6.9","en","Comedy, Family"
"2020-10-30","Spell",38.263,"260","6.4","en","Thriller, Horror"
"2020-08-27","The Owners",38.261,"231","5.8","en","Thriller, Horror"
"2017-06-17","The Irregular at Magic High School: The Girl Who Summons the Stars",38.26,"36","6.0","ja","Science Fiction, Action, Animation, Fantasy"
"2014-09-05","Big Game",38.255,"943","5.5","en","Action, Adventure, Thriller"
"2014-02-28","Son of God",38.252,"227","6.8","en","Drama"
"2004-12-08","Blade: Trinity",38.246,"3101","5.9","en","Action, Horror, Fantasy"
"2006-06-16","Nacho Libre",38.228,"1217","6.3","en","Comedy, Family"
"2016-02-12","The Last King",38.22,"190","5.7","no","Action, Adventure, Drama, History"
"2018-11-03","Godzilla: The Planet Eater",38.218,"219","6.5","ja","Animation, Science Fiction, Action, Adventure, Fantasy"
"2022-03-10","The Contractor",38.131,"2","5.0","en","Action, Thriller"
"2013-05-15","Epic",38.131,"2274","6.5","en","Animation, Adventure, Family, Fantasy"
"2021-12-02","Toys of Terror",38.127,"4","6.3","en","Horror"
"2013-06-30","Assault on Wall Street",38.11,"382","5.9","en","Drama, Thriller, Action"
"2019-06-19","Child's Play",38.097,"1507","6.0","en","Horror"
"2012-10-31","A Werewolf Boy",38.068,"199","7.7","ko","Romance, Fantasy"
"2007-06-29","The Secret of the Magic Gourd",38.068,"86","7.3","zh","Drama, Family, Fantasy"
"2020-10-31","LEGO Hidden Side: Night of the Harbinger",38.066,"3","5.2","en","Animation"
"2016-04-07","Phantom of the Kill: Zero's Rebellion",38.022,"4","6.8","ja","Action, Adventure, Animation, Fantasy, Mystery"
"2008-06-11","The Happening",38.013,"2725","5.3","en","Thriller, Science Fiction"
"2020-11-06","461 Days of Bento: A Promise Between Father and Son",38.002,"2","5.0","ja","Drama, Family"
"1996-05-20","Aladdin and the King of Thieves",37.97,"1550","6.3","en","Adventure, Animation, Family"
"2019-01-28","Sweetheart",37.968,"236","6.5","en","Horror, Thriller"
"1995-09-22","The Return of the Texas Chainsaw Massacre",37.955,"399","4.2","en","Horror"
"2016-08-27","Don't Kill It",37.942,"160","6.2","en","Fantasy, Horror"
"2001-03-14","Enemy at the Gates",37.942,"2763","7.4","en","Drama, War, History"
"2010-10-15","Scooby-Doo! Curse of the Lake Monster",37.938,"396","6.2","en","Mystery, Fantasy, Comedy, Adventure"
"2012-03-10","Iron Sky",37.937,"1274","5.7","en","Action, Comedy, Science Fiction"
"1985-11-01","A Nightmare on Elm Street Part 2: Freddy's Revenge",37.908,"1351","5.8","en","Horror"
"2008-06-05","You Don't Mess with the Zohan",37.905,"2997","5.7","en","Comedy, Action"
"2021-07-30","The Most Beautiful Boy in the World",37.896,"17","7.4","en","Documentary"
"2004-08-12","AVP: Alien vs. Predator",37.87,"3415","5.9","en","Adventure, Science Fiction, Action, Horror"
"2021-01-22","The Sadness",37.867,"17","6.4","zh","Thriller, Horror"
"2010-06-14","Unthinkable",37.856,"918","6.7","en","Drama, Thriller"
"2013-05-10","The Great Gatsby",37.848,"10285","7.4","en","Drama, Romance"
"2006-01-26","Big Momma's House 2",37.822,"1281","5.7","en","Comedy, Crime"
"2020-08-21","The Unfamiliar",37.812,"66","6.0","en","Thriller, Horror"
"2011-11-24","Ice Age: A Mammoth Christmas",37.81,"508","6.4","en","Animation, Family, TV Movie"
"2007-03-03","5 Centimeters per Second",37.808,"1449","7.3","ja","Animation, Drama, Romance"
"2018-04-20","Inuyashiki",37.801,"108","7.7","ja","Action, Adventure, Science Fiction, Fantasy"
"2018-03-02","Death Wish",37.794,"2104","6.1","en","Action, Crime, Drama, Thriller"
"2009-10-24","I Give My First Love to You",37.794,"80","7.4","ja","Drama, Comedy, Romance"
"2016-11-12","In This Corner of the World",37.793,"432","8.1","ja","Drama, Animation, Romance, War, History"
"2017-03-24","Daytime Shooting Star",37.787,"52","7.8","ja","Romance"
"1981-01-21","The Howling",37.783,"530","6.5","en","Horror"
"2003-12-05","The Last Samurai",37.763,"5462","7.5","en","Drama, Action, War, History"
"2008-01-24","Meet the Spartans",37.75,"1291","4.0","en","Comedy"
"1991-02-13","Paprika",37.713,"267","7.0","it","Drama"
"2019-10-18","The Lighthouse",37.681,"3225","7.5","en","Drama, Fantasy, Thriller, Horror"
"2004-08-26","Anacondas: The Hunt for the Blood Orchid",37.678,"713","5.4","en","Adventure, Action, Horror, Thriller"
"2008-04-24","Outlander",37.658,"961","6.4","en","Fantasy, Action, Science Fiction"
"2019-11-14","Charlie's Angels",37.656,"2381","6.6","en","Action, Adventure, Comedy, Science Fiction"
"2016-10-06","Mine",37.643,"1075","6.6","en","Thriller"
"1982-01-11","Love, Strange Love",37.624,"35","5.8","pt","Drama"
"2020-10-22","The Empty Man",37.606,"380","6.1","en","Horror, Mystery, Thriller"
"2019-03-27","Dumbo",37.602,"3709","6.7","en","Family, Fantasy, Adventure"
"1963-10-10","From Russia with Love",37.596,"2220","7.1","en","Action, Thriller, Adventure"
"1990-11-16","Rocky V",37.595,"2424","5.7","en","Drama"
"2021-12-05","The Tragedy of Macbeth",37.585,"312","7.0","en","Drama, War"
"2010-12-04","Bleach the Movie: Hell Verse",37.579,"116","7.3","ja","Action, Animation, Fantasy, Adventure"
"2021-09-16","Cry Macho",37.569,"541","6.2","en","Western, Drama"
"1993-07-16","Free Willy",37.557,"1430","6.2","en","Family, Adventure, Drama"
"2013-12-12","Odnoklassniki.ru: The Magic Laptop",37.543,"15","3.6","ru","Comedy, Romance"
"1988-10-21","Halloween 4: The Return of Michael Myers",37.538,"1110","6.1","en","Horror, Thriller"
"2012-03-29","Sinister",37.531,"4293","6.8","en","Horror, Thriller, Mystery"
"2002-03-22","Blade II",37.53,"3753","6.5","en","Fantasy, Horror, Action, Thriller"
"2021-11-19","C'mon C'mon",37.495,"140","7.7","en","Drama"
"2005-03-17","The Ring Two",37.476,"1843","5.7","en","Drama, Horror, Thriller"
"1999-11-19","Sleepy Hollow",37.445,"5399","7.1","en","Drama, Fantasy, Thriller, Mystery, Horror"
"2002-12-13","The Hot Chick",37.444,"1549","6.3","en","Comedy, Fantasy"
"2020-02-20","Brahms: The Boy II",37.415,"967","6.0","en","Horror, Mystery, Thriller"
"2017-08-31","Escape Room",37.407,"147","5.0","en","Horror, Thriller, Fantasy"
"2004-04-15","The Punisher",37.403,"2180","6.3","en","Action, Crime, Drama"
"1995-12-29","Twelve Monkeys",37.403,"6721","7.6","en","Science Fiction, Thriller, Mystery"
"2002-11-17","Die Another Day",37.392,"2776","5.9","en","Adventure, Action, Thriller"
"2000-09-13","Men of Honor",37.368,"1717","7.4","en","Drama"
"1980-05-20","The Empire Strikes Back",37.368,"13926","8.4","en","Adventure, Action, Science Fiction"
"2017-03-31","Teen Titans: The Judas Contract",37.359,"521","7.5","en","Science Fiction, Animation, Action"
"2016-01-20","Lion",37.359,"5626","8.1","en","Drama"
"2006-08-10","Codename: Kids Next Door - Operation Z.E.R.O.",37.354,"105","8.1","en","Animation, Science Fiction, TV Movie"
"2019-08-16","Iron Mask",37.323,"280","6.2","ru","Adventure, Fantasy"
"2007-06-06","Big Stan",37.317,"600","6.3","en","Comedy"
"2015-09-10","Everest",37.304,"4081","6.8","en","Drama, Adventure, History"
"2014-10-24","Ouija",37.244,"2300","5.1","en","Horror"
"2010-06-16","A Serbian Film",37.191,"1417","5.5","sr","Crime, Horror, Thriller"
"2020-09-02","Antebellum",37.187,"663","6.3","en","Horror"
"2021-08-25","Kimetsu no Yaiba Orchestra Concert",37.181,"1","2.0","ja","Music"
"2013-11-23","Bayonetta: Bloody Fate",37.147,"66","6.5","ja","Animation, Action, Fantasy"
"2011-12-27","Hostel: Part III",37.136,"859","5.1","en","Horror"
"2008-05-09","The Babysitters",37.122,"324","5.9","en","Drama"
"2019-01-09","The Dude in Me",37.118,"81","8.1","ko","Fantasy, Comedy"
"2020-10-07","Books of Blood",37.09,"227","6.6","en","Horror, Science Fiction"
"2020-12-17","What Lies Below",37.085,"106","5.3","en","Horror, Mystery, Thriller, Science Fiction"
"2014-06-04","The Rover",37.079,"732","6.3","en","Crime, Drama"
"1995-07-07","Species",37.077,"1225","5.9","en","Science Fiction, Horror, Action"
"2021-03-26","A Week Away",37.074,"276","7.1","en","Drama, Family, Music, Romance"
"2014-10-14","The Loft",37.074,"1200","6.4","en","Thriller"
"2019-08-14","Good Boys",37.072,"1427","6.9","en","Comedy"
"2005-07-29","Semen Demon",37.032,"10","6.3","en","Horror, Fantasy"
"2009-06-19","Transformers: Revenge of the Fallen",37.032,"6945","6.1","en","Science Fiction, Action, Adventure"
"2010-10-01","The Social Network",37.03,"9796","7.3","en","Drama"
"1978-08-03","Piranha",37.018,"455","5.9","en","Horror, Comedy"
"2010-09-24","The Virginity Hit",36.956,"58","4.6","en","Comedy"
"2003-08-08","S.W.A.T.",36.952,"1944","6.1","en","Action, Thriller, Crime"
"1994-04-07","Leprechaun 2",36.944,"212","5.5","en","Comedy, Horror"
"2013-10-23","The Protector 2",36.941,"190","5.9","th","Action"
"2019-10-24","21 Bridges",36.928,"1486","6.8","en","Crime, Action, Drama"
"2008-09-11","Tinker Bell",36.918,"1097","6.8","en","Animation, Family, Adventure, Fantasy"
"1990-06-07","Lionheart",36.858,"764","6.5","en","Action"
"2014-08-12","Batman: Assault on Arkham",36.852,"878","7.4","en","Thriller, Animation, Action, Crime"
"2001-04-25","Amélie",36.848,"9515","7.9","fr","Comedy, Romance"
"2022-07-07","Thor: Love and Thunder",36.831,"0","0.0","en","Action, Adventure, Fantasy"
"2014-03-21","God's Not Dead",36.823,"734","6.0","en","Drama"
"1960-06-22","Psycho",36.789,"8012","8.4","en","Horror, Drama, Thriller"
"2020-11-12","Freaky",36.775,"978","6.7","en","Comedy, Fantasy, Horror, Thriller"
"2012-09-14","The Paperboy",36.773,"599","5.6","en","Thriller, Drama, Mystery"
"2017-11-07","I Believe",36.77,"54","7.0","en","Family"
"2021-05-12","Danny Boy",36.756,"86","6.8","en","Drama, War, TV Movie"
"2017-08-14","Batman and Harley Quinn",36.744,"470","6.2","en","Adventure, Action, Animation, Science Fiction"
"2002-05-10","Unfaithful",36.743,"1152","6.6","en","Thriller, Drama"
"2013-08-21","Young & Beautiful",36.734,"970","6.4","fr","Drama"
"2018-10-05","Anoko no Toriko",36.711,"11","5.9","ja","Romance, Comedy"
"2000-11-02","Charlie's Angels",36.707,"3431","5.8","en","Action, Adventure, Comedy, Crime, Thriller"
"2012-10-04","Frankenweenie",36.696,"2638","6.9","en","Animation, Comedy, Family"
"2017-05-25","47 Meters Down",36.692,"2308","5.8","en","Horror, Drama, Thriller, Adventure"
"1984-06-22","The Karate Kid",36.688,"3202","7.2","en","Action, Family, Drama"
"2022-01-28","The Black Phone",36.686,"5","8.2","en","Horror"
"1986-03-20","Police Academy 3: Back in Training",36.686,"923","5.7","en","Comedy, Crime"
"2021-09-08","JJ+E",36.672,"64","5.5","sv","Romance, Drama"
"2006-10-20","Night at the Museum",36.658,"8493","6.6","en","Action, Adventure, Comedy, Family, Fantasy"
"2004-04-23","Man on Fire",36.644,"4024","7.4","en","Action, Drama, Thriller"
"2003-04-11","Anger Management",36.626,"2464","6.1","en","Comedy"
"1999-07-28","Deep Blue Sea",36.624,"1884","5.9","en","Action, Horror, Science Fiction"
"2019-03-26","Aquaman: Heroines of Atlantis",36.616,"18","7.4","en","Documentary"
"2016-04-01","Garo: Divine Flame",36.614,"10","5.3","ja","Action, Animation"
"2018-01-16","12 Strong",36.611,"2271","6.1","en","War, Drama, Action, History"
"2007-08-03","The Bourne Ultimatum",36.591,"6322","7.4","en","Action, Drama, Mystery, Thriller"
"2020-09-11","The Boy from Medellín",36.588,"81","5.9","en","Documentary, Music"
"2016-12-17","The Moment You Fall in Love",36.588,"116","7.6","ja","Drama, Animation, Romance, Comedy"
"2007-11-23","[REC]",36.562,"3337","7.2","es","Horror, Mystery"
"2014-03-08","Doraemon: New Nobita's Great Demon – Peko and the Exploration Party of Five",36.534,"53","7.0","ja","Family, Animation, Adventure"
"2006-12-13","Arthur and the Invisibles",36.529,"2412","6.4","en","Adventure, Fantasy, Animation, Family"
"2011-10-12","A Monster in Paris",36.527,"1010","6.8","fr","Adventure, Animation, Comedy, Family, Fantasy"
"2019-07-19","Tokyo Ghoul 'S'",36.514,"67","6.9","ja","Action, Horror, Science Fiction, Fantasy"
"2018-10-26","The Nutcracker and the Four Realms",36.503,"1812","6.1","en","Fantasy, Adventure, Family"
"2014-02-26","The Grand Budapest Hotel",36.5,"12055","8.1","en","Comedy, Drama"
"2018-05-31","Upgrade",36.47,"3262","7.5","en","Action, Thriller, Science Fiction"
"2010-08-04","Step Up 3D",36.47,"1647","6.8","en","Drama, Romance"
"2021-06-17","Impossible Things",36.466,"82","9.1","es","Family, Drama"
"2016-05-13","Kill Command",36.461,"467","5.5","en","Action, Horror, Science Fiction"
"2017-02-10","Below Her Mouth",36.453,"944","6.8","en","Drama, Romance"
"2016-08-02","A Cinderella Story: If the Shoe Fits",36.434,"735","7.2","en","Comedy, Family, Fantasy, Music"
"2005-05-03","Kingdom of Heaven",36.433,"3228","6.8","en","Drama, Action, Adventure, History, War"
"2015-04-16","Paul Blart: Mall Cop 2",36.414,"1288","5.2","en","Action, Comedy, Family"
"2014-01-15","Jack Ryan: Shadow Recruit",36.399,"2385","6.1","en","Action, Drama, Thriller"
"2006-10-04","The Departed",36.395,"12139","8.2","en","Drama, Thriller, Crime"
"2016-08-17","Ben-Hur",36.375,"1434","5.7","en","Action, History, Adventure, Drama"
"2009-03-13","Miss March",36.366,"272","5.5","en","Comedy, Romance"
"2009-02-07","Blood and Bone",36.347,"536","7.4","en","Action, Drama, Thriller"
"2011-01-13","Gnomeo & Juliet",36.336,"1620","5.8","en","Animation, Family"
"2015-02-26","Everly",36.302,"436","5.5","en","Thriller, Action"
"2011-01-13","The Mechanic",36.299,"2549","6.4","en","Action, Thriller, Crime"
"1964-09-20","Goldfinger",36.298,"2750","7.4","en","Adventure, Action, Thriller"
"2018-02-16","Love, Simon",36.297,"5287","8.1","en","Comedy, Drama, Romance"
"2017-06-23","The Beguiled",36.252,"1864","5.9","en","Drama"
"2013-07-11","Turbo",36.217,"2626","6.2","en","Animation, Family"
"2001-07-13","Legally Blonde",36.208,"3006","6.7","en","Comedy"
"2016-07-21","Lights Out",36.206,"3226","6.3","en","Horror, Thriller, Mystery"
"1990-05-25","Back to the Future Part III",36.202,"8486","7.4","en","Adventure, Comedy, Science Fiction"
"1982-06-04","Poltergeist",36.183,"2256","7.1","en","Horror"
"2016-04-23","I Am a Hero",36.174,"251","7.3","ja","Action, Science Fiction, Fantasy, Horror"
"2002-11-03","Home Alone 4",36.155,"959","4.5","en","Comedy, Family, TV Movie"
"2017-07-21","Girls Trip",36.145,"1311","6.8","en","Comedy"
"2014-09-26","Playing It Cool",36.143,"632","5.9","en","Comedy, Romance"
"2020-10-02","The Binding",36.136,"188","5.5","it","Horror, Thriller, Drama"
"1998-05-20","Godzilla",36.134,"3085","5.6","en","Science Fiction, Action, Thriller"
"2020-10-23","Haunting of the Mary Celeste",36.121,"28","5.8","en","Horror"
"2020-02-20","Lassie Come Home",36.118,"80","6.6","de","Adventure, Family"
"2001-06-11","Lara Croft: Tomb Raider",36.113,"5142","5.9","en","Adventure, Fantasy, Action, Thriller"
"2015-03-17","Avengers Grimm",36.107,"89","4.2","en","Action, Fantasy"
"1982-06-11","E.T. the Extra-Terrestrial",36.104,"9309","7.5","en","Science Fiction, Adventure, Family, Fantasy"
"2017-10-12","Los perros",36.102,"16","5.7","es","Drama"
"2017-07-26","Atomic Blonde",36.085,"5315","6.4","en","Action, Thriller"
"2012-05-15","The Dictator",36.074,"4735","6.1","en","Comedy"
"2018-11-21","Robin Hood",36.072,"2453","5.9","en","Adventure, Action, Thriller"
"2001-10-05","Training Day",36.062,"4563","7.4","en","Action, Crime, Drama, Thriller"
"2017-09-21","The Lego Ninjago Movie",36.049,"780","6.5","en","Family, Animation, Action, Adventure, Comedy"
"2009-06-09","Baby on Board",36.001,"79","4.8","en","Comedy, Romance"
"2011-12-24","Pixie Hollow Games",35.98,"237","6.9","en","Animation, Family"
"1992-03-20","Basic Instinct",35.979,"2889","6.9","en","Thriller, Mystery"
"2017-10-03","Sniper: Ultimate Kill",35.948,"219","6.5","en","Action, Drama, Thriller"
"2017-02-01","Trinity Seven: Eternity Library & Alchemic Girl",35.938,"44","7.4","ja","Animation, Action, Comedy, Fantasy"
"2017-12-18","Bleeding Steel",35.912,"375","5.9","zh","Action, Science Fiction, Thriller"
"2007-08-31","Halloween",35.911,"1750","6.2","en","Horror"
"2021-10-14","A World For Julius",35.909,"29","7.2","es","Drama, TV Movie"
"2015-02-20","The DUFF",35.894,"3946","6.8","en","Romance, Comedy"
"2018-05-01","Tremors: A Cold Day in Hell",35.893,"298","6.0","en","Action, Adventure, Science Fiction, Fantasy, Comedy, Horror"
"2017-05-27","Resident Evil: Vendetta",35.893,"730","6.9","ja","Animation, Horror, Adventure, Mystery, Action, Science Fiction"
"2004-08-06","The Princess Diaries 2: Royal Engagement",35.89,"2712","6.6","en","Comedy, Drama, Family, Romance"
"2011-08-17","The Skin I Live In",35.867,"3422","7.5","es","Thriller, Drama, Horror"
"1987-07-17","RoboCop",35.864,"3868","7.3","en","Action, Thriller, Science Fiction"
"2013-10-04","Curse of Chucky",35.86,"1195","5.8","en","Horror, Thriller"
"2006-01-12","Underworld: Evolution",35.858,"3322","6.6","en","Fantasy, Action, Thriller"
"2003-11-21","Oldboy",35.848,"6500","8.3","ko","Drama, Thriller, Mystery, Action"
"2006-05-09","Cashback",35.844,"926","7.0","en","Drama, Comedy, Romance"
"2018-01-06","Love, Chunibyo & Other Delusions! Take On Me",35.843,"68","7.9","ja","Animation, Comedy, Fantasy"
"2022-07-14","Bullet Train",35.832,"0","0.0","en","Action, Thriller"
"1984-05-23","Once Upon a Time in America",35.818,"4053","8.4","en","Drama, Crime"
"2009-06-12","Seven Minutes",35.806,"8","3.8","es","Comedy"
"2001-07-04","Cats & Dogs",35.783,"1298","5.4","en","Family, Comedy"
"2020-02-12","To All the Boys: P.S. I Still Love You",35.775,"2158","6.9","en","Romance, Comedy"
"2014-04-26","Tamako Love Story",35.774,"105","7.0","ja","Romance, Animation, Comedy"
"2021-10-22","Little Big Mouth",35.772,"22","5.6","en","Comedy"
"2018-04-19","I Feel Pretty",35.77,"1804","6.4","en","Comedy, Romance"
"2020-10-14","The Three Deaths of Marisela Escobedo",35.767,"183","9.0","es","Documentary, Crime"
"2013-12-24","Lone Survivor",35.759,"3421","7.4","en","War, Action, Drama, History"
"2017-11-03","Murder on the Orient Express",35.756,"8138","6.7","en","Mystery, Crime, Drama"
"2013-02-01","Berserk: The Golden Age Arc III - The Advent",35.748,"233","7.6","ja","Action, Adventure, Drama, Fantasy, Animation"
"2009-03-13","The Last House on the Left",35.748,"1303","6.4","en","Crime, Thriller, Horror, Drama"
"1986-12-19","Platoon",35.744,"3466","7.7","en","Drama, War, Action"
"1998-05-15","Quest for Camelot",35.742,"655","6.9","en","Fantasy, Animation, Drama, Romance, Family"
"2009-06-26","My Sister's Keeper",35.725,"1733","7.4","en","Drama"
"2007-05-22","Death Proof",35.701,"4015","6.8","en","Action, Thriller"
"1991-11-30","Sex and Zen",35.699,"41","5.5","cn","Drama, Adventure, Comedy, Romance"
"2020-01-16","The Heist of the Century",35.692,"598","7.9","es","Comedy, Thriller, Crime"
"2017-08-21","Renegades",35.662,"264","5.7","en","Thriller, Action"
"2002-06-06","Jack Black: Spider-Man",35.66,"21","6.7","en","Comedy"
"2017-10-27","Let There Be Light",35.65,"49","6.2","en","Drama"
"2018-12-25","On the Basis of Sex",35.636,"810","7.4","en","Drama, History"
"1981-12-24","Mad Max 2",35.632,"2762","7.4","en","Adventure, Action, Thriller, Science Fiction"
"2018-07-25","The Darkest Minds",35.611,"2226","7.0","en","Science Fiction, Action, Drama, Romance, Adventure, Thriller"
"2013-01-18","Broken City",35.603,"1189","5.9","en","Thriller, Crime, Drama"
"2010-12-23","Inazuma Eleven: The Movie",35.586,"72","7.5","ja","Fantasy, Animation"
"2017-10-20","The Killing of a Sacred Deer",35.569,"2862","7.0","en","Drama, Thriller, Mystery"
"2004-04-09","Shaun of the Dead",35.568,"6761","7.5","en","Horror, Comedy"
"2021-09-10","Blue Bayou",35.564,"114","7.6","en","Drama"
"2013-03-07","Oz the Great and Powerful",35.554,"5852","5.9","en","Fantasy, Adventure, Family"
"2018-01-12","Batman: Gotham by Gaslight",35.535,"536","6.7","en","Thriller, Action, Animation, Science Fiction"
"2015-03-15","Child 44",35.533,"1348","6.2","en","Crime, Thriller"
"1988-05-13","Friday the 13th Part VII: The New Blood",35.532,"728","5.5","en","Horror, Thriller"
"2004-01-16","Torque",35.524,"417","5.1","en","Action"
"2013-12-18","Walking with Dinosaurs",35.517,"376","6.0","en","Animation, Family, Adventure"
"2021-06-07","Security",35.507,"138","5.7","it","Thriller"
"2018-02-13","Lego DC Comics Super Heroes: The Flash",35.507,"163","6.8","en","Adventure, Animation, Comedy, Family, Science Fiction"
"2019-05-26","Game of Thrones: The Last Watch",35.502,"270","7.1","en","Documentary, TV Movie"
"1983-05-25","Return of the Jedi",35.501,"12482","7.9","en","Adventure, Action, Science Fiction"
"2021-03-19","Happily",35.487,"61","5.7","en","Comedy, Romance, Thriller"
"2016-11-11","Lady Bloodfight",35.454,"119","6.6","en","Action, Thriller"
"2018-10-04","Constantine: City of Demons - The Movie",35.453,"417","7.9","en","Fantasy, Animation, Horror, Action"
"2012-09-01","The Iceman",35.443,"806","6.5","en","Thriller, Crime, Drama"
"2021-01-29","Malcolm & Marie",35.437,"1047","7.0","en","Drama, Romance"
"1993-10-08","Demolition Man",35.436,"2837","6.6","en","Crime, Action, Science Fiction"
"2012-02-07","Puss in Boots: The Three Diablos",35.433,"322","6.6","en","Adventure, Animation, Comedy, Family"
"1991-08-02","Return to the Blue Lagoon",35.432,"707","6.0","en","Adventure, Drama"
"2019-10-17","The Kill Team",35.426,"298","6.6","en","War, Action, Drama"
"1999-07-16","Eyes Wide Shut",35.422,"4652","7.5","en","Drama, Thriller, Mystery"
"2021-10-27","Passing",35.406,"168","6.5","en","Drama"
"2011-03-25","Diary of a Wimpy Kid: Rodrick Rules",35.401,"850","6.6","en","Family, Comedy"
"2013-11-01","Euphoria",35.396,"1","2.0","en","Drama"
"2014-08-12","TEKKEN: Kazuya's Revenge",35.375,"66","4.1","en","Action"
"1997-03-21","Selena",35.367,"985","7.8","en","Music, Drama, History"
"2017-11-09","Paddington 2",35.338,"1664","7.5","en","Adventure, Comedy, Family"
"2018-10-11","First Man",35.335,"4395","7.0","en","History, Drama"
"2008-02-14","Step Up 2: The Streets",35.331,"1942","6.7","en","Music, Drama, Romance"
"2002-10-02","The Transporter",35.325,"4243","6.7","en","Action, Crime, Thriller"
"2004-04-13","13 Going on 30",35.313,"4165","6.7","en","Comedy, Fantasy, Romance"
"2005-06-29","Fantastic Four",35.313,"7911","5.8","en","Action, Adventure, Fantasy, Science Fiction"
"2020-10-29","A Gruta",35.28,"65","6.4","pt","Horror"
"1994-07-01","Baby's Day Out",35.276,"996","6.2","en","Family, Comedy, Adventure, Crime"
"1991-11-21","An American Tail: Fievel Goes West",35.266,"588","6.3","en","Adventure, Animation, Family, Western"
"1982-08-13","Friday the 13th Part III",35.264,"989","5.8","en","Horror"
"2015-11-01","The Peanuts Movie",35.247,"1303","6.8","en","Adventure, Comedy, Animation, Family"
"2006-06-23","Click",35.245,"5745","6.2","en","Comedy, Drama, Fantasy"
"2018-07-27","Teen Titans Go! To the Movies",35.242,"914","7.4","en","Animation, Action, Comedy, Science Fiction"
"2017-06-01","Captain Underpants: The First Epic Movie",35.237,"947","6.2","en","Family, Action, Animation, Comedy"
"2017-04-21","Sand Castle",35.236,"610","6.5","en","War, Action, Drama"
"2022-03-31","The Northman",35.235,"0","0.0","en","Action, Adventure, Drama"
"2018-11-13","Instant Family",35.207,"2221","7.6","en","Comedy, Drama"
"2010-06-04","Killers",35.202,"1852","5.9","en","Action, Comedy, Thriller, Romance"
"1992-11-13","Bram Stoker's Dracula",35.199,"3899","7.4","en","Romance, Horror"
"2007-03-22","The Hills Have Eyes 2",35.184,"1095","5.5","en","Horror, Thriller"
"2018-02-07","Peter Rabbit",35.165,"1402","6.7","en","Animation, Adventure, Family"
"1978-09-06","Dr. Strange",35.163,"64","6.4","en","TV Movie, Action, Adventure, Fantasy, Science Fiction"
"2019-12-20","Togo",35.16,"1422","8.2","en","Adventure, Family"
"1998-06-04","The Truman Show",35.128,"14393","8.1","en","Comedy, Drama"
"2016-11-18","The Edge of Seventeen",35.126,"3435","7.2","en","Comedy, Drama"
"2021-08-12","Lamb",35.123,"292","6.5","is","Drama, Mystery, Fantasy, Horror"
"2009-01-22","Underworld: Rise of the Lycans",35.094,"2979","6.5","en","Fantasy, Action, Thriller"
"2017-09-22","Only the Brave",35.082,"1170","7.4","en","Drama, Action, History"
"2020-02-26","The Invisible Man",35.07,"4420","7.2","en","Thriller, Science Fiction, Horror"
"1990-06-22","RoboCop 2",35.056,"1379","5.9","en","Action, Adventure, Crime, Science Fiction, Thriller"
"2006-05-03","Mission: Impossible III",35.055,"5262","6.7","en","Adventure, Action, Thriller"
"2014-10-23","Stonehearst Asylum",35.051,"1121","6.8","en","Thriller"
"2012-07-26","Step Up Revolution",35.044,"1793","6.9","en","Music, Drama, Romance"
"1982-06-25","The Thing",35.039,"5158","8.0","en","Horror, Mystery, Science Fiction"
"2006-05-17","Over the Hedge",35.028,"3617","6.5","en","Family, Comedy, Animation"
"2016-02-04","Robinson Crusoe",35.024,"262","5.8","de","Animation, Adventure, Comedy, Family"
"2016-09-22","USS Indianapolis: Men of Courage",35.015,"505","5.9","en","Action, War"
"1999-09-17","Blue Streak",35.014,"1145","6.4","en","Action, Comedy, Crime"
"2007-04-20","Vacancy",35.003,"1074","6.2","en","Horror, Thriller"
"2008-07-15","Batman Unmasked: The Psychology of the Dark Knight",34.996,"37","7.5","en","Documentary"
"2005-04-27","xXx: State of the Union",34.996,"1481","5.0","en","Action, Adventure, Crime, Mystery, Thriller"
"2017-10-13","Professor Marston and the Wonder Women",34.945,"689","7.3","en","Drama, Romance"
"2005-01-14","Coach Carter",34.93,"2081","7.5","en","Drama, History"
"2017-09-08","Lady Bird",34.927,"6902","7.3","en","Drama, Comedy"
"2015-08-28","The Wave",34.926,"1024","6.7","no","Thriller"
"2019-04-27","The Big Trip",34.921,"48","7.1","ru","Animation, Comedy, Adventure, Family"
"2013-02-21","Dark Skies",34.921,"1449","6.3","en","Science Fiction, Thriller, Horror"
"2010-12-21","Little Fockers",34.915,"2702","5.6","en","Comedy, Romance"
